comparison_method,close_recog_rate (%),medium_recog_rate (%),far_recog_rate (%),parameter_value,preprocess_method
mueller2013,70,,,0.9,rank-list
mueller2013,70,38.64,,0.9,rank-list
mueller2013,70,38.64,17.73,0.9,rank-list
mueller2013,76.36,,,0.95,rank-list
mueller2013,76.36,43.64,,0.95,rank-list
mueller2013,76.36,43.64,15.91,0.95,rank-list
mueller2013,81.82,,,0.99,rank-list
mueller2013,81.82,50,,0.99,rank-list
mueller2013,81.82,50,14.09,0.99,rank-list
