comparison_method,close_recog_rate (%),medium_recog_rate (%),far_recog_rate (%),parameter_value,preprocess_method
mueller2013,76.82,,,0.9,rank-list
mueller2013,76.82,45.91,,0.9,rank-list
mueller2013,76.82,45.91,16.82,0.9,rank-list
mueller2013,92.27,,,0.95,rank-list
mueller2013,92.27,65.45,,0.95,rank-list
mueller2013,92.27,65.45,20.91,0.95,rank-list
mueller2013,97.27,,,0.99,rank-list
mueller2013,97.27,73.64,,0.99,rank-list
mueller2013,97.27,73.64,27.27,0.99,rank-list
